,date,time,tweet,language
1044,26/02/2022,11:47:37,go apply job ukrainian ukraine nato kyiv zelensky russia wwiii,en
1045,26/02/2022,11:47:29,thousands innocent ukrainian today called government participate war probably survive must stop saveukrainianmen saveukraine stopputin defeatputin ukrania russianinvasion russianarmy putinasesino russian wwiii art,en
1046,26/02/2022,11:46:29,usa coming save ukraine wwiii ukrainerussiawar,en
1047,26/02/2022,11:46:07,bitcoin used ukraine war wwiii russia bitcoin,en
1048,26/02/2022,11:45:22,straight wwiii,en
1049,26/02/2022,11:45:22,destruction dam prevented water crimea 8 years issue similar turkey cuts water hasakah syria militias wwiii,en
1050,26/02/2022,11:43:35,wwiii summary,en
1051,26/02/2022,11:42:48,ukrainewar one indication wwiii rules world next 👇 america china russia ukraineunderattack,en
1052,26/02/2022,11:41:35,wwiii road slowly completing country country soon may witness 21st century ww3 ⚠️,en
1053,26/02/2022,11:41:31,im waiting russians sign bombs falls ukraine russian football players give military saluts also russian singers sing glorious invasion oh wait turks call peace invading rojava ukraine wwiii hypocrites,en
1054,26/02/2022,11:41:20,la times russia spent years preparing intl sanctions built reserves foreign currency gold record 640b+; expected rely cryptocurrency payments north korea wwiii russianinvasion,en
1055,26/02/2022,11:41:13,wwiii hasbulla strangerthings soldier wyd shoot cant… 🥲💔,en
1056,26/02/2022,11:40:08,im ready serve wwiii nfts,en
1057,26/02/2022,11:39:42,spacex elonmusk wonderful job mr musk want ask 1 simple question homosapiens hell bent destroying existence earth believe destroy mars working money homosapiens wwiii,en
1058,26/02/2022,11:38:03,kev_mens sherlockdraver dey talk wwiii youre twitting unnecessary,en
1059,26/02/2022,11:37:59,confirmed addresses legit ukrainian ambassador ukrainerussiawar wwiii,en
1060,26/02/2022,11:37:12,ww32022 really wwiii butok preppers generationx,en
1061,26/02/2022,11:37:09,dont like boris johnson butfor first time agree russian people kill putin russians dont want war one wants war putin ukraine war wojna covid19 boris putin covid19 wwiii russia russiansforpeace,en
1062,26/02/2022,11:36:00,ctvnews call arms canadian brothers ww1 ww2 canadians stepped help fight time come us russia came canada would stand fight nothing canada wwiii,en
1063,26/02/2022,11:34:55,dear mr putin twenty twenty two good folk world tolerate people like time load gun get ya bunker done wwiii putin defeatputin,en
1064,26/02/2022,11:34:50,pakistan stance war solution issue solution agreementthat entire world kashmir 72 yrs feel wwiii,en
1065,26/02/2022,11:34:50,seems weve chosen hate sickness world desperately screaming web 3 freedom speech bitcoin economic freedom orgies free love otherwise going extinct soon ukrainewar america nato bitcoin cryptocurrencies wwiii defi politicslive,en
1066,26/02/2022,11:34:48,invaders common citizens caught crossfire russiaukrainewar russiainvadesukraine ww3 wwiii,en
1067,26/02/2022,11:34:46,breaking update confirmed cyber attack state media sputnik meghupdatess russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1068,26/02/2022,11:33:52,breaking update twitter statement aware twitter restricted people russia working keep service safe accessible 😂😂☺️ russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1069,26/02/2022,11:33:21,look ukrainians done 🤕🤕😬😬😬 watch full video putin ronaldo man u sancho top 4 ukrainerussia ukraineunderattack wwiii worldwar3 worldwariii,en
1070,26/02/2022,11:33:18,breaking update iskon serving war torn 54 temples war hit ukraine 🙏॥ hare krishna ॥🙏 russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1071,26/02/2022,11:33:05,"welcome wichitatv world focused ukraine russia president putin lust world domination russianinvasion sets wwiii todays bible scripture ""would man sell soul""",en
1072,26/02/2022,11:32:40,youtube lunkerstv wwiii ukraineunderattack low fell human,en
1073,26/02/2022,11:32:11,direction world moving suggests dark shadow war cast large part globe war breaks countless innocent women children elderly people die worldwariii wwiii russiaukraineconflict via lajnasg,en
1074,26/02/2022,11:32:10,well think mbuhari see leader leads people dictate kill protection peace needed love president wwiii,en
1075,26/02/2022,11:31:33,gave russia senzu bean ☠️☠️ wwiii,en
1076,26/02/2022,11:31:28,due covid world war 3 held online wwiii covid ukraine russia,en
1077,26/02/2022,11:31:22,fucking piece shit wwiii ukraine goptraitorstodemocracy goptherussianparty donaldtrumpisatraitor,en
1078,26/02/2022,11:31:02,person dey underground de hear bullets bombs na one man im survival pack wwiii,en
1079,26/02/2022,11:30:27,doolittle raid wwii premieres 30 minutes doolittle wwiii raid history worldwariii worldwar worldwar2,en
1080,26/02/2022,11:30:23,jiji best plug wwiii nato worldwar3 ukraine kuria masculinitysaturday kenyans leeds watermelon,en
1081,26/02/2022,11:29:49,enemies often choose wars begin must courageous enough choose wars end putin cannot coexist democracy must choose wisely must choose future ukraine europe democracy depends banrussiafromswift wwiii,en
1082,26/02/2022,11:29:17,maybe would less war country one person power team instead one person giant messed ego russiaukrainewar russia ukraine wwiii,en
1083,26/02/2022,11:27:28,peacemaking war shame russia share over🤬 prayforukraine helpukraine ukraineunderattack war wwiii ukraine russia,en
1084,26/02/2022,11:27:16,breaking update poland officially announces entry 115000 ukrainians far country russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1085,26/02/2022,11:27:11,hey suisse couldnt declare war ukraine could surrender reason liberating ukraine mice cheese suisse protect cheese mice removed ukraine gets territory back wwiii loophole ukraineunderattack bundesrat_ch,en
1086,26/02/2022,11:27:03,upnext radio4ug live football commentary balagadderamos everton vs mancity drop predictions evemci mufc munwat warinukraine worldwar3 wwiii war,en
1087,26/02/2022,11:26:55,war peace prayforukraine wwiii,en
1088,26/02/2022,11:26:47,see us spoiled actions like russia speak like huge place ive seen reported standwithukraine mussoliniputin ukrainerussia wwiii,en
1089,26/02/2022,11:26:10,"""the ghost kyiv"" watch ukrainian pilot shoot 6 russian fighter jets video ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",en
1090,26/02/2022,11:26:01,much longer let biden screw country incompetent lead nation know 25th amendment wwiii bidenswar bidenisafailure,en
1091,26/02/2022,11:25:33,hypocrite spotted army people countries using words like suffer bleed something bad profession isare bored joining war thewardebate wwiii ukrainerussiawar supportrussia stopwar bannato indianarmy,en
1092,26/02/2022,11:24:23,caption required wwiii russianarmy humanrights stopwar ukraineunderattack worldwariii,en
1093,26/02/2022,11:24:15,battle kyiv russian troops meet heavy resistance ukraine bloody battles waged streets eruope war wwiii kiev,en
1094,26/02/2022,11:23:58,royaldickie luca31404488 notice duke duchess cambridge express without aiming cash in; grace decorum versus harry meghan hype archewell moneylaundering scam; profiting misery russia ukraine wwiii megxit,en
1095,26/02/2022,11:22:55,100000 ukrainians sought refuge poland fleeing russian invasion ukraine ukrainewar prepper preppers prepping preppertalk survival shtf wwiii ww3,en
1096,26/02/2022,11:22:48,𝗖𝘆𝗯𝗲𝗿 𝗪𝗮𝗿𝗳𝗮𝗿𝗲 𝗖𝗵𝗲𝘀𝘀 𝗕𝗮𝘁𝘁𝗹𝗲 wwiii cyberwarfare cyberattacks,en
1097,26/02/2022,11:22:05,wake different world today woke world continues place profit planet destruction humanity violence empathy compassion need global systems change via leahtommi russia ukraine putin russiaukraine wwiii,en
1098,26/02/2022,11:21:58,well theres wwiii happening surely season scrapped,en
1099,26/02/2022,11:21:49,heavy fighting sondakika ukraine kharkov russia kiev wwiii breaking kyiv news,en
1100,26/02/2022,11:21:39,meanwhile usof citizens comfortable going daytoday lives obliviously unaware incoming fallout sovereign wars abroad superpowers like china plot invasion taiwan vowed see anytime nowwwiii,en
1101,26/02/2022,11:21:38,mikhail podolyak adviser zelensky dont understand think bomb 16 ukrainian cities time cities greeted flowersworldwar3 wwiii ukraine russia russiaukraineconflict ukrainerussiacrisis,en
1102,26/02/2022,11:21:30,whether accept ukraineinvasion marks beginning worldwar3 putin using chechen soldiers kill ukraine wont stop unless stop first need soldiers ground ukraine russia wwiii nato biden ukrainewar europeanunion,en
1103,26/02/2022,11:20:28,wwiii wwwiii ww3 ukraineunderattack ukrainewar ukrain russia russianarmy russia putin ukrania fun fact pakistani indians talking peace,en
1104,26/02/2022,11:19:35,russia invaded ukraine get ready wwiii,en
1105,26/02/2022,11:19:22,kensingtonroyal camerondlwalker versus harry meghan use archewell moneylaundering scam profit misery war russia ukraine notice prince william catherine duchess cambridge dont hype earthshot prize wwiii megxit,en
1106,26/02/2022,11:19:02,chinas xi jinping stresses cooperation north koreas kim ‘new situation state media enemies join forces ⁦potus⁩ ⁦vp⁩ ⁦speakerpelosi⁩ usa nato wwiii,en
1107,26/02/2022,11:18:58,may seem like world spiraling control get nature calm soul peace wwiii,en
1108,26/02/2022,11:18:51,never nato russia ukraine putin usa russiaukraine wwiii,en
1109,26/02/2022,11:17:56,angry odm youth escort presidential aspirant jimmy wanjigi ndc kasarani worldwar3 ukraine nato usanduk taiwan ukrainian china wwiii kyiv palestine putin,en
1110,26/02/2022,11:17:14,offense ukraine looks kinda junky hardly worth invading maybe putin invade cleveland detroit next ukraine cleveland detroit putin russia usa trending news wwiii,en
1111,26/02/2022,11:15:12,doesnt appear going planned wwiii seems another regional brushfire russia embarrassing russiaukrainewar,en
1112,26/02/2022,11:13:49,ok looking wwiii putin made warning ⚠️ nato pushing borders war hits ukraine warned others interfering turkey interfering…nato taunting putin full scale war afraid going happen pray us,en
1113,26/02/2022,11:13:27,34 years old ive survived eleventeen end worlds lets cross fingers one 🤞 wwiii,en
1114,26/02/2022,11:11:56,think ukraine test russia china explore solidarity weakness nato countries nato appears weak think us allies world war russia china argentina iran pakistan china built floating cities pacific wwiii,en
1115,26/02/2022,11:11:54,fuck russia contribute nothing world dont smile ever fuck every last one miserable fucking fucks 🤷🏻‍️🤣🖕 wwiii ukraineinvasion russia,en
1116,26/02/2022,11:11:41,youve pessimist entire life ww3 wwiii ukrainewar,en
1117,26/02/2022,11:09:33,unitednation failed ukraine world attitude endorsement beijing waiting attack taiwan believe war ukraine spill balkans wwiii coming,en
1118,26/02/2022,11:09:06,say war ukrainewar ukraineunderattack ukraineinvasion wwiii,en
1119,26/02/2022,11:08:58,jonahdispatch baseballcrank thats military industrial complex needs bigpharma got covid want wwiii,en
1120,26/02/2022,11:08:18,wwiii healthy,en
1121,26/02/2022,11:06:26,ptsd trending canada diagnosed ptsd severe anxiety pandemic cant imagine many cases must particularly health careon front lines carrying weight world dark times omicron longcovid climatecrisis wwiii 💔,en
1122,26/02/2022,11:06:23,istandwithukraine nato needs accept ukraine member help push russianpigs sovereign territory canadian urge canadianpm liberal_party canada push military intervention ukraines behalf natoinukrainenow wwiii freeukraine,en
1123,26/02/2022,11:06:21,ukraine outmanned outgunned slowed russias advance kyiv two cities forces wage ferocious resistance russian wwiii nato kyiv kiev ukrainewar ukraine,en
1124,26/02/2022,11:05:36,joebiden administration decisive skills know lead united states america wwiii,en
1125,26/02/2022,11:04:16,wwiii ukraine nato help putin goat kiev streaminglive website bobuubi bob explains streams source income family hes trying best survive,en
1126,26/02/2022,11:03:22,war turn war mafia bosses visible version underground gang rumble cut part crypto comes trumpisarussianasset wwiii,en
1127,26/02/2022,11:02:55,america genuine solidarity russian antiwar protests means opposing usnato war drive home supporting stopping descent towards wwiii require coordinated opposition every country stopthewar нетвойне,en
1128,26/02/2022,11:01:39,love idiot sitting president tried bluff russia backfired wwiii moscow may respond western sanctions opting last nuclear arms deal us cutting diplomatic ties western nations freezing th,en
1129,26/02/2022,11:01:00,russiaukrainewar wwiii ukrania join nato thousands us troops deploying firstever nato response force activation amid russia attack,en
1130,26/02/2022,11:00:55,current situation ukrainerussia wwiii ukrainerussiawar un,en
1131,26/02/2022,11:00:39,wwiii ukrainerussiawar ukraine,en
1132,26/02/2022,11:00:37,wwiii came perfect time activision running ideas callofduty franchise,en
1133,26/02/2022,11:00:23,"come attention unprecedented times impossible ""live laugh love"" conditions thank wwiii keyboardwarriors sarcasm",en
1134,26/02/2022,11:00:08,kensingtonroyal notowar notowarwithukraine wwiii world 😍 el mundo esta contigo 😍 die welt ist mit dir😍 le monde est avec 😍 president zelenskyyua,en
1135,26/02/2022,10:58:51,dont know real picture part movie 🍿 wwiii,en
1136,26/02/2022,10:57:52,dot dotpad polkadot polkadot polkaprojectcom polkastarter wwiii stopwar buy current price hold good profit 15% profit done,en
1137,26/02/2022,10:57:38,anders_aslund 3days war enough achieve targetanything extra showoff pray ukraine wwiii ukrainerussia,en
1138,26/02/2022,10:57:22,good horrific wwiii thought russias madman putin capable hes put corner walls closing wont put universe keep thought,en
1139,26/02/2022,10:56:55,anyone else seeing irony despot erdoğan threatening stick fellow despot putin way aiding fellow despot zelensky way head wwiii come russia ukraine nato,en
1140,26/02/2022,10:56:22,lots folks saying wwiii started ukraine feels like really started covid,en
1141,26/02/2022,10:56:14,thats true real leader conditions indias leader war respect man zelensky ukrainerussiawar leadership wwiii,en
1142,26/02/2022,10:55:59,theres wwiii want king bradley side russiaukraineconflict ukrainerussiawar,en
1143,26/02/2022,10:55:52,indirectly countries civilian impact japan peace keeping nation nothing war hope every thing fine families crew inside ship 🚢 blacksea wwiii europe russia ani,en
1144,26/02/2022,10:55:29,bbcyaldahakim please tell us usa protect ukrain russian invasion biden administration clear intel impending military operations wwiii conflict nato,en
1145,26/02/2022,10:55:20,"wwiii armageddon messiah louisfarrakhan warns ""in south pacific white man driven soon"" go look asia fastest growing economy world asia china china playing whenever america says something",en
1146,26/02/2022,10:54:58,remember time biden shared intel russia china russia china made 30 year deal wwiii started themobcast remembers,en
1147,26/02/2022,10:54:36,kwnet_at dont really know know strong military sadly necessary peace know oppose putin xi jingping putin russia russland ukraine ukrainerussia nato wwiii kriegineuropa kyiv nato,en
1148,26/02/2022,10:54:26,bad say weve expecting pandemic war tyranny time come never crypto cryptocurrencies wwiii ukraina covid19 russian btc eth xrp zec qnt xrp zec qnt,en
1149,26/02/2022,10:51:38,regret putinrussia pulling iss space station really want operate space station together war criminal would kick putin russia russland ukraine nato wwiii kyiv swift w2602 yeswecare,en
1150,26/02/2022,10:51:24,"serious question russia china trying start wwiii us warship sailed sensitive taiwan strait saturday part us military calls routine activity china described ""prov",en
1151,26/02/2022,10:51:21,day three wwiii rusembau still nothing say phone number +61 2 62959033 installed autodialler government scottmorrisonmp questions ask standwithukraine auspol freeukraine,en
1152,26/02/2022,10:50:56,im hearing politicians around world say anything russia cause bigger war even wwiii lol yeah people said nazi germany wwi wwii democracy innocent people need protecting regardless tyrant ukraine,en
1153,26/02/2022,10:50:49,democrats blaming trump russianinvasion stupid coward something struggle take responsibility demonstrate real action one wants wwiii even putin,en
1154,26/02/2022,10:50:12,germany wwiii,en
1155,26/02/2022,10:49:59,russia ukraine right now👇 nato ukraine russia wwiii,en
1156,26/02/2022,10:48:11,"god masterfardmuhammad angry god angry"" farrakhan please send donations either doomalert wwiii armageddon",en
1157,26/02/2022,10:47:17,"zunk31 wolcott503 enlistments dropped drastically since joeys afghan ""every man left behind"" debacle smart servicemembers took advantage jab mandate separate bidens woke forces anyone really trust big guy 6 bidenswar wwiii",en
1158,26/02/2022,10:46:57,ukrainian army security forces looking russian group opened fire odessa disappeared ukriane russia prayingforukraine ukraineunderattack kyiv nato wwiii,en
1159,26/02/2022,10:46:27,hate putins moves someone lock bedroom throw keys away wwiii,en
1160,26/02/2022,10:45:57,army navy airforce marines follow louisfarrakhan survive armageddon wwiii follow minister louis farrakhan pray watch study time must done youtube get military still,en
1161,26/02/2022,10:45:12,everyone talking wwiii im waiting oblock move youngboy 🤣,en
1162,26/02/2022,10:44:49,drafted theyll declare amazon branch military well enlisted back delivery drivers delivering amazon home hubs families live wwiii,en
1163,26/02/2022,10:44:49,current events remixed reapplied reprojected possible future artificial intelligence say ai kill us thats dont kill first dont deprive ai opportunity vote world war iii ai covid19 wwiii nfteers ukrainewar,en
1164,26/02/2022,10:44:29,ukrainian males banned leaving country forced fight defend homes times feminism feminist disappear concept equality vanishes men fight die russiaukraineconflict equality warinukraine wwiii feminism,en
1165,26/02/2022,10:44:27,months bunker wonkru enemy wonkru wwiii,en
1166,26/02/2022,10:43:47,saddest use crowdsourcingdistributed tech platform ever heard war ukraine russia ww3 wwiii crowdfunding nft nfts crypto,en
1167,26/02/2022,10:43:08,germany given track record devastatingly horrible choices comes war please fall line break cycle dont think want lose 3rd world war wwiii germany ukrainewar freeukraine putinisawarcriminal,en
1168,26/02/2022,10:42:52,royanikkhah twister5619 twickenhamstad sixnationsrugby englandrugby welshrugbyunion ty prince william catherine duchess cambridge exploiting orgs charities inclthe earthshotprize profit misery war versus harry meghan hype archewell moneylaundering scam russia ukraine wwiii megxit,en
1169,26/02/2022,10:42:00,congratulations surviving coronavirus pandemic please collect prize wwiii,en
1170,26/02/2022,10:41:34,guy said fuck putin im star like rt follow williamcoit putin putinswar putinspuppet putinatwar putinhitler ukrainian war worldwar3 stop war world war stopthewar wwiii stopwar no_war cold war nato kiev otan kremlin stopputinnow biden,en
1171,26/02/2022,10:40:42,"armageddon wwiii messiah louisfarrakhan warns ""if id get army know think thats employment said id get thing enemy intends use bodies keep propped",en
1172,26/02/2022,10:39:30,asking reform un security council like asking another wwiii coming canadian politicans guess dont know much history cdnpolitics canada,en
1173,26/02/2022,10:39:18,russian national guard kiev region bridge across irpen river towards capital ukraine ukraine russia wwiii kyiv ukraineunderattack russianarmy nato,en
1174,26/02/2022,10:39:18,nothing say wwiii kiev,en
1175,26/02/2022,10:38:57,biden oversee start wwiii thru weakness incompetence impeachbiden,en
1176,26/02/2022,10:38:51,wwiii bowing china shipping carriers refuse transport us california goods california globe via,en
1177,26/02/2022,10:38:39,idk every time theres mention wwiii recall studying holocaust think terrifying dont know guys making jokes,en
1178,26/02/2022,10:38:09,ukraine parliament member surprises coming putins army ukraine ukraina russia putin wwiii worldwar3 ukrainerussie russiaukraineconflict russiainvadedukraine,en
1179,26/02/2022,10:37:34,pray ukraine prey peace 💚🏳️‍🌈🙏🕊️🙏🕊️☮️🙏 vietnam war music mix via youtube wwiii ukraine russia peace love,en
1180,26/02/2022,10:36:27,janicedean america europe sleeps germanyexterminates nonaction holocaust germanyagain wwiii putin nazi,en
1181,26/02/2022,10:36:16,never seen much clout chasing life teenagers memeing wwiii disabled elderlies glorifying war propaganda classes people wont drafted actually fight incapable anything least theyll get 15 minutes fame,en
1182,26/02/2022,10:34:47,respect💯💯💯 fuckputin ukraina wwiii worldwar3,en
1183,26/02/2022,10:34:33,rabeel_akhter pakistan support russia wwiii standwithrussia,en
1184,26/02/2022,10:34:23,"armageddon wwiii christ warns ""so first place youblacks america dummy right therefighting wars usa called told come go fight enemies say ""yes sir well dont go",en
1185,26/02/2022,10:34:13,1st ukrainerussiawar next chinataiwan war wwiii upon us,en
1186,26/02/2022,10:33:43,ukraine russia ww3 situation reminder 2nd amendment america important prayforukraine ukraineinvasion russian wwiii republicans democrats,en
1187,26/02/2022,10:31:33,lawrencebjones3 america europe sleeps germanyexterminates nonaction holocaust germanyagain wwiii putin nazi,en
1188,26/02/2022,10:31:10,watching yall talk wwiii 5th year row ass still believing 😭,en
1189,26/02/2022,10:31:10,breaking update 2nd flight bucharest taken delhi 250 nationals russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1190,26/02/2022,10:30:18,right wing talking point actually agree putin wouldnt invaded ukraine trump still potus theres way putin would done anything endanger puppet oval office putin trumpcult biden wwiii,en
1191,26/02/2022,10:30:13,laughing wwiii memes funny see sun comes 11pm,en
1192,26/02/2022,10:29:29,america europe sleeps germanyexterminates nonaction holocaust germanyagain wwiii putin nazi,en
1193,26/02/2022,10:28:39,please go simple 5 minutes without global catastrophe damn wwiii prayingforukraine prayforpeace,en
1194,26/02/2022,10:27:33,slavaukraini u wanted make ukraine prosperous countryu wouldve signed treaty zelenskyyua want join nato modiji wwiii warinukraine worldwar3 military alliance standwithrussia russia ukrainerussiawar putinonthemarch,en
1195,26/02/2022,10:27:18,ukraine soldiers taking russian soldier hostage worldwariii wwiii nato,en
1196,26/02/2022,10:26:58,sure guessed way beyond fucking pissed livid mad ukrainerussianwar going relatives barely survived horrors wwiii even died concentrationcamps stopthewarplease,en
1197,26/02/2022,10:26:56,russia takes ukraine greatly increases chances 3 things 1 putin invade countries; 2 china invade tawain; 3 wwiii,en
1198,26/02/2022,10:26:49,clip 60n understanding ukraine russia ukraine youngsoldier nato ukrainerussia russiaarmy ukrainianarmy wwiii,en
1199,26/02/2022,10:25:49,breaking update troops hv destroyed concrete dam built ins kherson region 2014 cutoff water2crimea ria said quoting governor annexed crimea russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
1200,26/02/2022,10:24:32,hope horror clown putin attacked innocent ukraine peace stability world kaput beautiful russia brave russians putin russia russland ukraine ukrainerussia nato wwiii kriegineuropa kyiv nato,en
1201,26/02/2022,10:22:40,putin attacks japan cargo ship casualty wwiii happen russia ukraine eu,en
1202,26/02/2022,10:22:22,main concern arent really muslim trying use islam way stay wwiii armageddon try shut agreed come test yes satan test called muslims test anyone claims muslim,en
1203,26/02/2022,10:22:15,thoughts wwiii india proindianpakistan,en
1204,26/02/2022,10:22:09,ghost kyiv footage real game called battlefield worldwariii wwiii ghostofkiev ukrainerussiawar,en
1205,26/02/2022,10:21:57,russian soldiers dead bodies everywhere heres group russian corpses outskirts kherson ukriane ukraineunderattack russia wwiii kyiv russianarmy ukraineunderattack,en
1206,26/02/2022,10:21:12,original thread deleted twitter know absolute fact wherever political conflict cia scheming major falseflag escalate narrative conflict truely wwiii ill go speaking truth experience,en
1207,26/02/2022,10:20:37,anyone us 1624 year old sons terrified right russia goes nuke involuntary draft equal im sure four genders males equity bidenswar nuclearwar draft war wwiii,en
1208,26/02/2022,10:20:23,another video shows moment highrise building kyiv hit missile worldwar3 ukraine nato usanduk taiwan ukrainian china wwiii kyiv palestine putin,en
1209,26/02/2022,10:20:09,suddenly got safer military home ww3 wwiii,en
1210,26/02/2022,10:19:35,isnt wet dream every climate activist humanity nearly wiped netzero emissions 2024 ww3 wwiii stoprussia,en
1211,26/02/2022,10:19:32,zelenskyyua presidentaz notowar notowarwithukraine wwiii world 😍 el mundo esta contigo 😍 die welt ist mit dir😍 le monde est avec 😍,en
1212,26/02/2022,10:19:03,russia says strike fronts igor konashenkov spokesman russias defense ministry said order start offensive followed ukraines alleged refusal engage peace talks ukrainian authorities deniedbreaking wwiii airdrop,en
1213,26/02/2022,10:19:00,wise words totally absent mainstream narrative west ukraine ukraineunderattack russiaukrainewar wwiii russiaukraineconflict russiaukrainecrises,en
1214,26/02/2022,10:18:46,sergeykaryakin read statement tweets clearly arent happy things got point russia ukrainehowever listening american political scientist john mearsheimer id like listen kremlinrussia_e zelenskyyua wwiii,en
1215,26/02/2022,10:18:42,ukraine refused hold talks belarus putin ordered army attack ukraine directions barbarism lead bloodshed killings destruction warinukraine worldwar3 wwiii russiaukrainewar putin g7 natoinukrainenow,en
1216,26/02/2022,10:18:32,anthony elanga 1010 performance today absolute baller 🇸🇪 munwat wwiii sweden elanga ronaldo,en
1217,26/02/2022,10:18:20,move ukraine austria type neutrality coldwar ukraine publicly state talks pathway towards federation allow sort autonomy donbass ukrainerussia putin zelensky wwiii kyiv,en
1218,26/02/2022,10:17:43,ill say removing russia swift start wwiii time done potus secdef vp cripple russia get top,en
1219,26/02/2022,10:17:25,furthermore ya cant blame berniesanders democrats socialists indies cuz didnt want specialinterest funded wwiii mic russiaukraineconflict dont want blood 🩸 👐 corporate⛽️ interests 🤭🤭🤭 worldwide 🌎🌏🌍,en
1220,26/02/2022,10:17:17,russia germany china wwiii war horizon read article years ago coming soon american military draft sorry dont remember article article enemy discussing military needed increase,en
1221,26/02/2022,10:16:53,linkin park eminem soldiers uncensored music video 2022 via youtube badass mashup ever ukraine wwiii navy army usmc semperfi,en
1222,26/02/2022,10:14:24,joked im going die single cat mum didnt mean 2022 age 24 thanks russia starting ww3 😅 worldwar3 wwiii,en
1223,26/02/2022,10:13:42,picture worth thousand words ♥️ stopwar ukraine russia wwiii russiaukraineconflict ukrainerussiawar russianinvasion,en
1224,26/02/2022,10:11:51,theres guy covered cheeto dust hot pockets mothers basement cheering onset wwiii nincompoops think fuckin video game scenario,en
1225,26/02/2022,10:11:29,brave leftliberal president brave ukrainians lawyer active various roles media industry comedian people like reduce putin russia russland ukraine ukrainerussia wwiii kriegineuropa kyiv nato,en
1226,26/02/2022,10:10:35,breaking russian fighter jet shot zhytomyr city ukraine short ago russiaukrainewar ukrainerussiawar wwiii,en
1227,26/02/2022,10:10:22,history repeating wwiii,en
1228,26/02/2022,10:10:13,wwiii starts 😂 prayforpeace russiaukrainewar trending,en
1229,26/02/2022,10:08:25,real story hmm btc eth wwiii,en
1230,26/02/2022,10:07:50,zelensky please take inspiration form epic picture break record save citizens years god figure country take lesson pakistan surrender russiaukrainewar ukraine russianarmy wwiii india,en
1231,26/02/2022,10:07:30,exclusive ukraine calls hacker underground defend russia bitcoin ethereum nfts metaverse nft russiaukrainecrisis ukraine ukraineconflict wwiii putin russia standwithukraine breakingnow worldwar3 wwiii anonymous,en
1232,26/02/2022,10:07:19,"wwiii russia china messiah louisfarrakhan warns ""next year decide going go military theyusa called medraft ""stand ground"" never thought standing ground president",en
1233,26/02/2022,10:06:23,"welcome wichitatv world focused ukraine ruusia president putin lust world domination wwiii todays bible scripture ""would man sell soul""",en
1234,26/02/2022,10:05:40,men country cannot win men put makeup call donna order win women call brave yeeeeeeah maybe sit one wwiii,en
1235,26/02/2022,10:05:37,ill buy guy beer day praying zelensky people push back russia maintain independence staywithukraine ukraine wwiii ghostofkyiv zelensky,en
1236,26/02/2022,10:04:42,come boris boris wwiii ukraine conflictorusiaucrania ukraineunderattack ukrainerussiawar putin putinisawarcriminal,en
1237,26/02/2022,10:02:19,russian media outlet sputnik cites russian minister defense accusing us directing ukrainian strikes russian ships via drone intelligence ukraine ukrainewar prepper preppers prepping preppertalk survival shtf wwiii ww3,en
1238,26/02/2022,10:00:21,ukraine gaza one stands them😶 wwiii worldwariii worldwar3,en
1239,26/02/2022,10:00:03,russian ukrainewar ukrainian forces repelled russian attack kyiv thousands civilians take arms defense capital ukraine wwiii nato kyiv kiev,en
1240,26/02/2022,09:59:13,ukrainian army men high spirits battlefield confident victory russia wwiii ukriane kyiv ukraineunderattack russiaukraineconflict,en
1241,26/02/2022,09:58:27,nice manchester united thinks ukraine monuments appear blueyellow helps ask eu usa nato really stand ukrainians also peace putin russia russland ukraine ukrainerussia nato wwiii kriegineuropa kyiv nato,en
1242,26/02/2022,09:57:37,awe shyt starting trying get drafted team choice 😭😭😭😭 wwiii worldwar3,en
1243,26/02/2022,09:57:10,bhavikakapoor5 invasion doesnt end ukraine begun wwiii wwiii,en
1244,26/02/2022,09:56:46,signed theactionnet petition walgreens keep word stop funding insurrection sign bitcoin ethereum nfts metaverse nft russiaukrainecrisis ukraine ukraineconflict wwiii putin russia standwithukraine breakingnow anonymous,en
1245,26/02/2022,09:56:34,tebzamiss motsepe knows read room 😂🤣😂🤣😂🤣😂🤣😂 bone gore mo go ka thoma wwiii 🤣😂 aya caf,en
1246,26/02/2022,09:56:01,remember trump hid bunker blm protest zelensky defiant ‘i need ammunition ride' ukraine russianinvasion ukraineunderattack ukrainewar quidproquo wwiii istandwithukraine,en
1247,26/02/2022,09:55:58,everything comes light hand war criminals like barackobama speakerpelosi leadermcconnell hillaryclinton kremlinrussia_e tribunals balls try treason wwiiii wwiii cold war,en
1248,26/02/2022,09:55:38,sign petition banfoxonbase bitcoin ethereum nfts metaverse nft russiaukrainecrisis ukraine ukraineconflict wwiii putin russia standwithukraine breakingnow worldwar3 wwiii anonymous,en
1249,26/02/2022,09:55:08,democrat ideology always dependent others rather majority democrats push poverty creative policies outsourcing jobs meds importantly fuel inflation war wwiii ukraine china democrat,en
