date,time,tweet,language
26/02/2022,09:01:11,wow 😲😷 while nato getting involved in the ukraine for real would most likely mean wwiii this does open options which should be explored swiftban russia putinswar seems like nato knows this its all good natoresponseforce nrf,en
26/02/2022,09:00:57,when did people become experts from web3 to war tactics wwiii nfts nftcommmunity,en
26/02/2022,09:00:46,brussels stands with ukraine wwiii ukraine kyiv,en
26/02/2022,09:00:44,existential threat to the human species wwiii if nato/usa starts fighting directly with russia in ukraine or anywhere else that is world war iii,en
26/02/2022,09:00:40,we will all here them trumpets wwiii russiaukrainewar revelation 6,en
26/02/2022,09:00:05,just read in national dutch news russia threatning with throwing the iss on europe putain really lost his mind if true ukrainewar wwiii russiaukrainewar russiaukraineconflict russians,en
26/02/2022,09:00:00,ukraine has temporarily banned men aged between 18 and 60 from leaving the country ukraine russiaukrainewar russia ukraineinvasion ukrainerussiaconflict wwiii worldwar,en
26/02/2022,08:59:59,so its a start of full fledge wwiii,en
26/02/2022,08:59:59,🔴breaking the us is considering imposing sanctions on russias central bank which targets the $643 billion reserve that putin has accumulated (bloomberg) stoprussia stopwar wwiii,en
26/02/2022,08:58:28,yep this says it ukraine putin biden trump wwiii,en
26/02/2022,08:58:03,history says we are this close to third world war similarities between ukraine crisis and pre wwii events are too striking to ignore latest developments seem to confirm fears wwiii worldwar3 worldwariii,en
26/02/2022,08:58:00,they tryna blame wwiii on article5,en
26/02/2022,08:57:38,imagine wwiii is happening and you still havent gotten your life together yikes,en
26/02/2022,08:57:00,weshouldcancel a who obviously happily supports russia bidenwar wwiii blamebidenvoters,en
26/02/2022,08:56:49,wwiii everybodys at war with different things im at war with my own heart sometimes,en
26/02/2022,08:56:33,putin and xi are taking advantage of a pathetic us leadership to make their moves wwiii,en
26/02/2022,08:55:55,lets give a big round of applause for the cameraman of ukraines president the guy has captured him in almost every pose ukraine russia worldwar3memes wwiii afghanistan,en
26/02/2022,08:55:03,as many have said we are seeing the beginnings of a wwiii war is racist destructive and ultimately consequential all the while our planet is warming and during a pandemic and threats of extinction read your history,en
26/02/2022,08:54:36,be like pakistan they destroy their enemies jet take him down serve him tea get information and send them back to their country peacefully 😉 balakotairstrike wwiii america ukrainerussiawar pakistan ukrainerussiawar,en
26/02/2022,08:51:59,ww3 is on trending without us (pakistan vs india) not fair wwiii balakotairstrike russiaukrainewar,en
26/02/2022,08:51:18,usa is the real dictator in the world russiaukraineconflict russia russian putin ukraine worldwar3 putin wwiii nato ucrania stopwar china taiwan biden standwithukraine,en
26/02/2022,08:50:58,many black africans stuck in ukraine have reportedly been refused entry into poland several people have reported that ukrainians are the only ones being accepted in many cases and we have african presidents talking about this conflict chakwera is a useless president wwiii,en
26/02/2022,08:50:54,if russia retaliates this will either lead to ww3 or the death of nato (if they abandon turkey in case of russian retaliation) if russia backs of turkey will emerge as powerful player not only in europian politics but globally turkey russiaukraine wwiii,en
26/02/2022,08:49:13,breaking another russian fighter jet shot down in kharkiv short while ago russiaukrainewar ukrainerussia ukrainewar ukrainerussiawar wwiii,en
26/02/2022,08:49:03,if this is true then is it karma however like my other tweet before this war is bad no matter what war it was if this is true then more evidence should be circulate online maybe after all of this are over we should punish all parties fairly ukraine russia nato wwiii,en
26/02/2022,08:48:57,peace brings with it so many positive emotions that it is worth aiming for in all circumstances —estella eliot ukraine russiaukrainewar wwiii warinukraine,en
26/02/2022,08:48:17,my new nft check out via kyiv ukraine ukraineunderattack ukrainewar ukrainerussia ukraineinvasion ucraniarussia nfts wwiii,en
26/02/2022,08:48:09,breaking the 1st evacuation flight carrying 219 passengers from has landed in maharashtras mumbai the plane had taken off from the romanian capital bucharest this afternoon russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
26/02/2022,08:47:07,just published evolution of consciousness should be a top priority for humanity and our leaders medium wwiii humanscension,en
26/02/2022,08:47:04,boast of needed to talk any other leader into saying putin bad bad putin as doing anything thats what to expect 24/7 from nothingleft meanwhile over in wwiii the rest of idle nato playing wordle having some mres,en
26/02/2022,08:46:56,the u s is weighing sanctions on russias central bank and aims to coordinate any action with european allies russian ukrainewar ukraine wwiii nato kyiv kiev,en
26/02/2022,08:46:47,hey since wwiii is going to break out you may as well forgive student loans give everyone a few weeks of financial freedom before we all die,en
26/02/2022,08:46:43,who is a real dictator putin or rulers of usa till now russiaukraineconflict russia russian putin ukraine worldwar3 putin wwiii nato ucrania stopwar china taiwan biden standwithukraine,en
26/02/2022,08:46:34,the ghost of kyiv watch ukrainian pilot shoot down 6 russian fighter jets (video) ukrainian putin worldwar3 wwiii nato taiwan america china trump,en
26/02/2022,08:46:28,never underestimate joes ability to fck things up ukraine wwiii,en
26/02/2022,08:46:27,wwiii worldwar3 ukraine putin kiev russia so you think life is good under the kremlins thumb it wasnt exactly awesome in ukraine but it was better than this thats for sure,en
26/02/2022,08:46:20,🙏war is never the solution makelovenotwar ukraine warinukraine wwiii,en
26/02/2022,08:46:06,china to hold military exercises across a 6 nautical mile radius in the southchinasea from tomorrow wwiii,en
26/02/2022,08:45:24,even shaytan is confused ukraineunderattack ukrainerussia wwiii russiaukrainewar palestine isreal,en
26/02/2022,08:45:23,breaking china announces military exercises in the south china sea across a 6 nautical mile radius from sunday to tuesday china taiwan breaking wwiii,en
26/02/2022,08:45:16,~ the simpsons memang beda thesimpsons worldwar3 wwiii ukrainerussia worldwariii wwiii stopthewar,en
26/02/2022,08:44:51,breaking an ukrainian an 26 shot down by russian forces ukrainerussia russiaukrainewar ukrainerussiawar wwiii ukrainewar,en
26/02/2022,08:44:35,atom bombs nukes atomic weapons whatever you call they are terrifying species/plant ending disasters waiting to happen 🤔 see the 5 things to know about the atomic bomb 👉 ukrainerussiawar kyiv wwiii japan ukraine australiadecides2022 putin nato,en
26/02/2022,08:44:35,this is cruelty face of ukraine kyiv kiev kiew worldwar3 wwiii ukraine,en
26/02/2022,08:43:53,joe biden saying our troops arent going to have to fight in ukraine is about as believable as when they said they werent going to make covid vaccines mandatory 🥴🥴🥴🥴 ukraine wwiii,en
26/02/2022,08:43:28,i hope it never comes to this but with the super powers all armed with nukes no one is going to take the loss if this goes ww3 russiaukrainewar russia ukraine nuclearwar wwiii,en
26/02/2022,08:43:11,very close russiaukrainewar russiaukrainecrisis wwiii peacenotwar,en
26/02/2022,08:43:05,so close to having it to 🥲 fml wwiii,en
26/02/2022,08:42:41,if they make a heroes of ukraine movie i nominate lets make this happen ukraine wwiii prayersforukraine,en
26/02/2022,08:42:37,wwiii worldwar3 ukraine putin kiev everyone has their opinions however actions speak louder than words,en
26/02/2022,08:42:22,at the end of the war leaders shake hands the mother waits for her son the wife waits for her husband and the daughter waits for her father i dont know who started the war but i know who paid the price worldwar3 wwiii saynotowar,en
26/02/2022,08:41:25,if turns out to a ww iii and they ask on voluntary basis to come help fighting would you go if you are able ukraine ukraineunderattack ukrainewar wwiii,en
26/02/2022,08:40:03,who knows when wwiii will begin,en
26/02/2022,08:39:49,wwiii worldwar3 ukraine putin kiev group of russian helicopters flying extra low and dropping flares so they dont get whacked by sams,en
26/02/2022,08:39:46,china holds military drills near taiwan wwiii taiwaninvasion newworldorder ukrainerussiacrisis ukraineinvasion russiaukraine,en
26/02/2022,08:39:39,putins a psychopath tyrant like stalin saying youre against wwiii doesnt mean you like him if he dares to attack any american he should be wiped out from the face of the planet however a global conflict doesnt benefit anyone,en
26/02/2022,08:38:54,harsh suggestions eat less share more this small step can help a lot worldwar3 wwiii ukraine russiaukraineconflict russia russiaukrainewar,en
26/02/2022,08:38:30,wwiii worldwar3 ukraine putin kiev well at least they waved,en
26/02/2022,08:37:24,wwiii worldwar3 ukraine putin kiev thats american media isnt saying too much and that is frightening,en
26/02/2022,08:37:23,video ukrainian mig 29 launching a r 73 missile on russian fighter plane ukraineunderattack russiaukraineconflict wwiii russiaukrainewar ukrainewar,en
26/02/2022,08:37:10,no war make love war wwiii ukraine,en
26/02/2022,08:36:46,it ll turn into opportunity for non western countries to have other payment systems and to come out of relying only on us dollar for transactions rates and benchmarks wwiii russiaukrainewar,en
26/02/2022,08:36:38,wwiii worldwar3 ukraine putin kiev early morning hours last night in kiev,en
26/02/2022,08:35:47,spread the word this may affect everyone on earth wwiii nuclearwar,en
26/02/2022,08:35:26,i believe putin will retreat unexpectedly as ukraine put up a much better defence than he bargained for prayersforukraine wwiii 💪💪,en
26/02/2022,08:35:17,hey yall in case you havent been keeping up on current events wwiii is starting and the usa ushas phase out maskmandates so really no one has time for your pointless bullshit,en
26/02/2022,08:35:06,breakingnews china announces military exercises in the southchinasea from sunday to tuesday china chinataiwan worldwar3 worldwariii wwiii,en
26/02/2022,08:35:06,the lamestream media are communist propaganda machine theyre soviet style media and their job is to spread disinformation now theyre pushing for wwiii nobody benefits from that except the elite of course,en
26/02/2022,08:35:05,a residential building in ukraine was struck by a missile take a look here 👇 ukrainerussiaconflict ww3 ukraine russia wwiii war news,en
26/02/2022,08:35:05,wwiii worldwar3 ukraine putin kiev ukrainian residents inspect an obliterated vehicle on the highway,en
26/02/2022,08:35:03,ukraine may not win the military war against russia but they have won social and psychological war for sure ukrainerussiawar ukraine ukrainerussia wwiii,en
26/02/2022,08:34:34,a momument in croatia which reminds us to a similar case in which a car was overrolled by a tank like in kiev yesterday putin russia russland ukraine ukrainerussia nato wwiii ukrainian kriegineuropa kyiv nato,en
26/02/2022,08:34:29,ill drop that mf wwiii,en
26/02/2022,08:34:04,a leader leading from front🔥 hats of to president volodymyr zelensky 🙏 worlds best leader🙌 ukraine worldwar3 ukraineunderattack wwiii russiaukrainewar russia,en
26/02/2022,08:34:02,futuredecoded futuresmart 1 book 150 subj insight sitewill we face wwiii or fukayamas warless boring place,en
26/02/2022,08:33:58,wwiii what russia is doing in ukraine israel has been doing in palestine since 1984 worldwar3 ukraineunderattack ukrainewar ukrainerussia,en
26/02/2022,08:33:39,a dictator focused on expanding their empire world leaders focused on appeasement because the attacks are not against them yet history repeats itself the world should be ashamed to sit and let ukrainians be slaughtered ukraineunderattack ukraineinvasion ukrainewar wwiii,en
26/02/2022,08:33:39,a known is stuck in ukraine reshare this so that more people can watch this dm if you want to see the whole clip help them ukraine wwiii,en
26/02/2022,08:33:26,wwiii worldwar3 ukraine putin kiev russian pilots attacking an airport in daylight ukraine,en
26/02/2022,08:32:44,god forbids if china attacks india indian women will do same as what ukrainian women doing now wwiii,en
26/02/2022,08:31:31,breaking update announces military exercises in the southchinasea across a 6 nautical mile radius from sunday to tuesday russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
26/02/2022,08:31:18,send this women in russia she would definitely fix the situation wwiii worldwar3 screamqueens,en
26/02/2022,08:30:36,while everybody out getting drafted ill be building an empire ww3 wwiii,en
26/02/2022,08:30:31,wwiii worldwar3 ukraine putin kiev fully armed russian black shark flying over the neighbourhood,en
26/02/2022,08:30:11,its not ukraine its gaza but no one stands for them😶 shame on western countries america and nato wwiii worldwariii worldwar3 ukraine worldwariii,en
26/02/2022,08:29:56,the media villian the actual villian wwiii nato putinisawarcriminal ukrainewar ukraine all in all putin is still killing innocent people but if it was the us the consideration he is showing they wont theyll be ruthless,en
26/02/2022,08:29:44,maybe all the people around the world should stop listening to their elitist governments time for the people to take over worldwar3 wwiii ukraine russiaukraineconflict america uk,en
26/02/2022,08:29:34,wwiii worldwar3 ukraine putin kiev last stand,en
26/02/2022,08:29:27,now that gender is a non issue and everyone is equal do wwiii draft cards go out to everyone transcontinental womenofwar femalefrontline nonbinarywreckingball equalpay4equalslay,en
26/02/2022,08:29:00,volodymyrzelenskyy is a prime example of what a leader of a country should be the resilience he is showing and the fact that hes around his people instead of being locked up in a special bunker blows my mind wwiii ukrainewar putinisawarcriminal,en
26/02/2022,08:28:51,so many new jodies about to be made in the next year or so salute to you my military brethren dont trustthesehoes females military wwiii putin,en
26/02/2022,08:27:51,picture speaks louder than words 🙂💔 worldwariii wwiii russiaukraineconflict,en
26/02/2022,08:27:50,this couple met in october 2019 at a protest in the center of kyiv they rushed and got married because they are not sure what their future holds after their wedding arieva and fursin are fighting for their land glory to ukraine ✊🏽 славаукраїні ukrainerussia wwiii,en
26/02/2022,08:27:50,ministry of defence says that uk sea land and air forces have arrived to reinforce nato in the east in response to russias invasion of ukraine russian ukrainewar ukraine wwiii nato kyiv kiev,en
26/02/2022,08:27:44,another day or two of hard resistance and putin starts considering terrible terrible things the row cannot continue to naively believe that we will escape this crisis untouched putinisawarcriminal ukraineunderattack wwiii,en
26/02/2022,08:27:40,wwiii is now 90 percent confirmed as turkey bans all russian warships from the blacksea incase russia goes rambo against turkey in the sea which it will turkey will get involved turning it into a naval war ultimately luring the world into a wwiii,en
26/02/2022,08:27:23,were starting to see the fruits of war petrol prices have increased due to high crude price next will be the food were suffering because of wars we have nothing to do about gaddafis africa could have seen us being a united independent continent nomore wwiii,en
26/02/2022,08:27:16,chawe ayaz abro jacobabad waro 💔 war is not a solution wwiii russiaukrainewar,en
26/02/2022,08:27:09,oh no now the war will surely end prayforukrain wwiii war,en
26/02/2022,08:26:57,in chernihiv locals stopped a russian tank wwiii ukrainewar russian,en
26/02/2022,08:26:14,whats your opinion about the current situation regardless of all fake propaganda on social media ukraine wwiii russiaukrainewar russian zelenskiy stoprussia ukraineunderattack,en
26/02/2022,08:25:58,which president do you support like for russia rt for ukraine wwiii russia ukraine,en
26/02/2022,08:24:56,just now had a bad dream and woke from it in 2024 rahul gandhi become prime minister of india world war 3 starts india surrounded by 2 nuclear powers 1 ) china 2) pakistan and bangladesh afganisthan sri lanka covering us worldwar3 india worldwariii wwiii indians,en
26/02/2022,08:24:38,as much as i dont like to say or imagine it we must send nato troops to ukraine this is putins first stop aboard his train of destruction ukraine wwiii,en
26/02/2022,08:24:33,if its not going to stop then welcome we are in wwiii zone war not only kills people but also kills dream and hope ukrainerussiawar wwiii ww3 ukrainerussia ukrainewar stopwar itspeacetime talktime,en
26/02/2022,08:24:27,slowly woven web of wwiii russiaukraineconflict unsc unitednations,en
26/02/2022,08:24:08,what you say makes sense i badly want it to be true ukraine end up divided along dnieper river and it will all stop there (thats unjust anyway) on the other hand nato eastern flank=40k putins mobilized forces=150k in my eyes the lunatic is ready for wwiii,en
26/02/2022,08:23:47,why every time common man suffer in every situation wwiii russiaukrainewar,en
26/02/2022,08:23:35,china and india abstinence just delayed wwiii its never wise option to put billions of lives in danger for millions of lives ukraine ukrainerussiawar russiaukrainewar,en
26/02/2022,08:23:21,with the money spent on wars the world can be made a much safer and more peaceful place wwiii warinukraine nowar dogelonwarriors p2ptaxi,en
26/02/2022,08:22:21,its about capitalism and control as usual usa doesnt even protect our own citizens in a war against a virus but you want to go save ukraine against russia 🥴 wwiii wars are for profit and boost economies when you bomb 💣 other countries then build mcdonalds 🙄,en
26/02/2022,08:21:35,wwiii what the fuck does russia invading ukraine have to do with the palestinians pulling a victim card,en
26/02/2022,08:21:15,finland and sweden up next if they try to join nato wwiii,en
26/02/2022,08:20:53,if turkey closes the pass for russian ships it would mean declaring a war by turkey to russia with all the consequences for nato please zelensky stop with posting of your fakes im begging you the situation is serious enough ukraine wwiii,en
26/02/2022,08:20:32,civilians pay the highest price in war ukraineunderattack wwiii,en
26/02/2022,08:20:12,if ppl are committed to fulfilling their desires it will place them in conflict w/others whose desires are competing with theirs and if ppl want more than they really need then they will be taking from others whose needs are going unmet bitcoin wwiii quote,en
26/02/2022,08:20:03,due to the current situation jay z now has 126 7 problems wwiii warinukraine worldwar3 worldwariii,en
26/02/2022,08:20:02,already doing war crimes russia ww3 wwiii,en
26/02/2022,08:19:59,usa kept the world busy in war on terror for 2 decades destroyed afghanistan iraq syria in the name of arab spring looted the arabs created unrest in most of regions of the world nobody called it worldwariii then how can russiaukraineconflict become wwiii,en
26/02/2022,08:17:35,we need a stronger europe a better europe ♥ eu wwiii ukrainerussia italia italy zelensky nato,en
26/02/2022,08:17:10,swift cut putins balls off democracy for russia ukraine freedom no one wins wwiii,en
26/02/2022,08:16:46,maybe theyre crying about nationalist propaganda that many many good canadians have slipped into maybe theyre alarmed that their own neighbours are calling for violence against them with no appeal to morality because we are a threat to the nation nationalism wwiii,en
26/02/2022,08:16:23,stoprussia istandwithukraine wwiii i want to share some ways i know of to help this situation without being in the front line you can totally do this too if u so wish im going to share how normal people can help whether from devloping or developed countries and how,en
26/02/2022,08:15:55,the unitednations is the most significant achievement ever made by mankind yes its a fact the current international order doesnt work as its supposed to do but it still fixable stop take things for granted the alternative is hell ibelieveinun 🗣 nowar|no|wwiii,en
26/02/2022,08:15:45,every war has same story it ends into peace sooner or later but those who became deprived of their loved ones always remain restless and unable to find peace russiaukraineconflict wwiii,en
26/02/2022,08:15:13,and now we have the possibility of wwiii and yet somehow its not bidenadministration its somehow not the democrats fault despite them having the most power in the government how do you keep being so blind how do you stay so stuck 3/,en
26/02/2022,08:14:49,omg what is going on at earth as we are returning is earth really moving forward to wwiii stop this madness there is really only one planet spaceship earth for all of us please stay calm and do not support aggressive opinions peace moondotship crew1 moondot stemed,en
26/02/2022,08:14:40,im pretty sure china wants the west to intervene so that putin can start wwiii as well join i truly hope these tensions are burnt out we are better then this but values of power are changing and no one likes the west being the power house,en
26/02/2022,08:14:35,you probably don t know what putin is capable of he wouldn t only destroy ukraine but the whole world ukraine wwiii,en
26/02/2022,08:14:00,condition right now ukrainerussiaconflict ukraineunderattack wwiii,en
26/02/2022,08:13:29,woah were teetering one tiny error and the whole global conflag will go off nowar ukraineunderattack wwiii,en
26/02/2022,08:13:12,important to remember that its not the fault of the russians but of poutine even them they are against him and everything that is happening now 🙏🏼 ukrainerussia wwiii ukraine,en
26/02/2022,08:12:58,ukraine ukraine and russia russia worldwar3 ukrainerussiaconflict ukrainerussia wwiii,en
26/02/2022,08:12:41,2020 covid 2021 recovery from covid thinking 2022 will be better le 2022 world war 3 ⚰💀 worldwar3 worldwariii wwiii,en
26/02/2022,08:11:45,china and india need to stand for freedom rn which they wont the narrative is beginning to change this is no longer an isolated russia wwiii ukraine,en
26/02/2022,08:11:32,president zelensky should have played sensibly /safe and saved ukraine and its people which was his prime responsibility instead of banking on guarantees of america and nato but being a tv actor he might have thought its also a film russiaukrainewar wwiii,en
26/02/2022,08:11:30,now is the time for europe and the usa to choose iran to replace russia in energy and gas sectors by helping iran and resolving the problems between the us and iran russia can definitely be removed from many scenes ukraineunderattack stoprussia wwiii standwithukriane,en
26/02/2022,08:11:08,if only ukraine had oil then every country would have troops there it would be over before it started and ukrainian ppl would be safe ukraineunderattack ukrainewar ukrainerussia ukraineinvasion wwiii,en
26/02/2022,08:11:02,wwiii if muslim countries come out of hypocrisy they can crush israel and america too,en
26/02/2022,08:10:36,worldwar3 wwiii russiaukrainewar russia ukraine wolrd war 3 memes collections,en
26/02/2022,08:10:29,at this point wwiii seemed logon off now you are one step much closer to it by the actions of capt dumbkuf,en
26/02/2022,08:09:48,me when i am super stressed out and laughing at funny thoughts that i have seen and thought up of hehe meme wwiii,en
26/02/2022,08:09:36,i think should delete the tweet as it appears to be inaccurate and could cause wwiii,en
26/02/2022,08:09:11,in the absence of violence men will create it in the absence of indignation women will create redpill wwiii,en
26/02/2022,08:08:45,i was there genx wwiii poptart,en
26/02/2022,08:08:21,i have so many educated journalists in my contact list wwiii spreadlove,en
26/02/2022,08:08:14,go phuck yourself not a peep out of putin during trumps four years i wonder why wwiii ukraine russiaukrainewar,en
26/02/2022,08:08:00,ucraina wwiii worldwar3 russianinvasion mi 24p of the armed forces of ukraine operates in gostomel destroy the enemys landings follow in telegram 👉,en
26/02/2022,08:07:33,breaking 🇹🇷 turkey bans russian warships from entering the black sea russiaukraineconflict russiaukrainewar wwiii breakingnews,en
26/02/2022,08:07:25,let the women fight the ww3 all previous wars were fought by men this inequality cant be tolerated wwiii,en
26/02/2022,08:06:40,good to hear about countries trying to do something against putin like romania the world has to stop this madness putin is a megalomaniac and it smells like the anschluss of austria again its easy to think it wont affect us but the truth is it does wwiii ukraineinvasion,en
26/02/2022,08:05:39,then there will be high possibility of wwiii world should not face this now or never nato and eu should resolve this issue immediately with russia that is the only solution for now,en
26/02/2022,08:05:29,maguire is benched is he waiting fo wwiii munwat,en
26/02/2022,08:04:53,uk prime minister boris johnson calls for end to russian involvement in swift – cnnphvpdebate russiaukraineconflict russiaukrainewar wwiii breakingnews,en
26/02/2022,08:04:00,nuclear warinukraine worldwariii wwiii how to survive a nuclear apocalypse a thread,en
26/02/2022,08:03:13,with the state or politics entertainment etc kanyae almost every politician and most all talking heads and hosts why isnt the word sophist isnt more used to esplain their ignorance look it up not hard abbottfailedtexasagain politicslive wwiii yolo,en
26/02/2022,08:03:03,ask yourself why well you name itare only focusing on one thing one tragedy why i thought alllivesmatter news wwiii ukraine ukraineunderattack ukrainewar russiaukrainewar whiteprivilege,en
26/02/2022,08:02:29,at least one if the members recall wwiii history and the nazi terror brutal slaughtering of innocent people and hitlers quest,en
26/02/2022,08:02:28,british prime minister johnson normalization of relations with russia is not possible russiaukraineconflict russiaukrainewar ukraineunderattack wwiii breakingnews,en
26/02/2022,08:01:18,russia moves icbm with nuke warheads putin threaten ww3 latest videos link worldwariii ukraineunderattack balakotairstrike ukrainerussia ukrainerussiawar russiaukrainewar russiaukraine putinhitler putinisawarcriminal wwiii worldwar3 nato,en
26/02/2022,08:01:09,need of time wwiii worldwar3,en
26/02/2022,08:01:05,it means that putin is planning to throw a dirty bomb on ukraine nato navo g20 wwiii fsb did this,en
26/02/2022,08:00:29,need of time wwiii worldwar3 your tweet should become a reality,en
26/02/2022,07:59:41,russia moves icbm with nuke warheads latest videos putin threaten ww3 worldwariii ukraineunderattack balakotairstrike ukrainerussia ukrainerussiawar russiaukrainewar russiaukraine putinhitler putinisawarcriminal wwiii worldwar3 nato,en
26/02/2022,07:59:06,russia summoned the israeli ambassador in russia for supporting ukraine and condemning the russian military operations in ukraine russiaukraineconflict wwiii ukraineunderattack breaking,en
26/02/2022,07:59:01,this act can escalate the situation you must retreat now if this is real news russiaukrainecrisis wwiii war,en
26/02/2022,07:58:52,ukraine will be sacrificed by nato to justify the invasion of russian territory bitcoin warinukraine worldwar3 wwiii,en
26/02/2022,07:58:47,i pray for everyone to be safe im hoping this will be settled wwiii,en
26/02/2022,07:58:29,ukrainian president announced nato member turkey will block russian warships from the black sea this would be a major escalation from a nato member ukraine ukrainewar prepper preppers prepping preppertalk survival shtf wwiii ww3,en
26/02/2022,07:58:29,another video with tanks rolling over cars unfortunately the russians and ukrainians have partially the same tanks ans so its hard to verify putin russia russland ukraine ukrainerussia nato wwiii ukrainian kriegineuropa kyiv natowhat,en
26/02/2022,07:57:45,all women today are with equal rights with men but if world war 3 breaks they belong to the kitchen feminism ukraineunderattack wwiii,en
26/02/2022,07:56:17,dear vladimir putin on behalf of zimbabwe l would like to distance ourselves from the statement made by naledi pandor pertaining the russia and ukraine conflict naledi is from malawi her real surname is phiri which was translated to pandor wwiii umjid oyiswiii,en
26/02/2022,07:53:13,the accuracy hodling has taken on a whole new meaning during wwiii,en
26/02/2022,07:53:11,one thing that seems to shine out from all the worlds atrocities is that we humans around the world love each other we want to be friends its just our greedy idiot leaders that screw things up and set us against each other wwiii,en
26/02/2022,07:53:04,hitler vs stalin wwiii,en
26/02/2022,07:52:45,no war stop war wwiii russia ukraine,en
26/02/2022,07:51:15,president pukin there once was a president putin a dictator who looked like a mutant he started world war which made russia poor now his name starts everyone pukin putin ukraine zelenskyy nato wwiii worldwar3 stoprussia nuclearwar nukes,en
26/02/2022,07:51:06,breaking update reportedly turkey closes the black sea for russian warships russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
26/02/2022,07:50:40,so was covid 19 a thing because not being talked about as much 🤔 covid19 wwiii,en
26/02/2022,07:50:17,this touched my heart if you asked me this man right here is the true hero ukrainewar prayingforukraine wwiii putinisawarcriminal,en
26/02/2022,07:50:09,⭕💥 ukrainian military plane was shot down two hours ago kept burning with all ammo inside ukraine украина russia wwiii worldwar3,en
26/02/2022,07:49:59,chickenshitjoe is in hiding bidenworstpresidentever bidenworstpresidentever wwiii blamebidenvoters,en
26/02/2022,07:49:40,nigeria in this wwiii saga they cant use you if youre useless stay woke,en
26/02/2022,07:49:39,breaking update ukrainian president volodymyrzelensky calls prime minister narendramodi asks for political support in unsc and explained the situation on ground russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
26/02/2022,07:49:34,is putin a mason russiaukraine wwiii,en
26/02/2022,07:49:26,imagine the amount of pressure on indian students that they are wishing for the wwiii to happen just for jeemains2022 to get cancelled when will we start giving value to talent and knowledge more importance than marks,en
26/02/2022,07:49:00,breaking turkey bans russian warships from entering the black sea russiaukrainewar ukrainerussia ukrainewar wwiii ukrainerussiawar,en
26/02/2022,07:48:05,russia is upset that everyone knows it attacked media references to the military operation in ukraine as an attack invasion or declaration of war will be immediately censored by russian communications regulator roskomnadzor invasion wwiii nuclear,en
26/02/2022,07:47:12,tired of merely destroying the country joey has moved on to destroying the world bidenswar wwiii blamebidenvoters,en
26/02/2022,07:46:45,so we should discharged soldiers from the military for not being vaccinated just to draft them for not being vaccinated makeitmakesense potus military vaccinemandate veteran wwiii,en
26/02/2022,07:46:42,russian defense ministry ukrainian extremist nationalist groups are targeting civilians to accuse russian forces of doing so russia ukraine russiaukraine wwiii,en
26/02/2022,07:46:37,🤣 o k youve both made your points war is dumb but yall have to admit theres still an argument to be made by putin u s through europe has etched ever closer to (his) borders we all know that u s will never accept such case in point cuba éřģó negotiate ■ wwiii ●,en
26/02/2022,07:46:06,ensure an alternative dispute resolution clause is inserted in your transactions stop destroying your relationship with avoidable interminable litigations breaking kiev wwiii defi russiaukrainewar nftgiveaway gamefi eldenring stoprussia,en
26/02/2022,07:46:01,my gen grew up under the threat of nuclear and wwiii it shaped me as a writer (my 1rst novel the originals) and changed the way i see the world horrified that weve returned to that shadow ukraine,en
26/02/2022,07:45:54,step one how we go about putin freeukraine wwiii,en
26/02/2022,07:45:10,tell puttin im ready wwiii,en
26/02/2022,07:45:09,2022 has showed us the canadian truckers along with civilians and soldiers in ukraine are heros career politicians on every side of every country are the bad guys truckersforfreedom2022 ukrainerussiawar wwiii bidenswar lessgovernment,en
26/02/2022,07:45:03,they say gender equality is a myth finally its time to negate it auratmarch2022 auratmarch auratmarchlahore russiaukrainewar russiaukraineconflict wwiii worldwar3 worldwariii,en
26/02/2022,07:44:36,when you cant tell if this is the actual start of wwiii or just putin flexing hard again 😑,en
26/02/2022,07:44:33,latest videos from ukraine kyiv kiev worldwar3 wwiii ukraineunderattack,en
26/02/2022,07:44:15,lithuania joins poland estonia latvia bulgaria romania czechia and the uk in closing airspace to all russian aircraft creating a major east west block to russian air travel ukraine ukrainewar prepper preppers prepping preppertalk survival shtf wwiii ww3,en
26/02/2022,07:43:28,stop war peaceforukraine wwiii russiaukrainewar,en
26/02/2022,07:41:34,people believing that a comedian cannot lead a nation are ignorant of the fact that zelenskyy has a law degree ukraineunderattack ukraine russia wwiii,en
26/02/2022,07:41:02,italy is now publicly backing the proposal to ban russia from swift if such a move is endorsed by the rest of the eu bloc blocking moscow from the system would require unanimity among the 27 eu countries russian ukrainewar ukraine wwiii nato,en
26/02/2022,07:40:07,turkey bans russian warships from entering the black sea russia | ukraine | turkey russian ukrainewar ukraine wwiii nato,en
26/02/2022,07:39:57,we arent worried about a thing joey is at an extreme disadvantage he can ill afford a dc shutdown while performing his war dance on the international stage it would refect and magnify joeys weak ineptness truckersforfreedom peoplesconvoy shutitdown bidenswar wwiii,en
26/02/2022,07:39:53,the clock is ticking wwiii worldwariii worldwar3,en
