,date,time,tweet,language,sentimiento
1411,26/02/2022,08:39:46,#China holds military drills near #Taiwan #WWIII #TaiwanInvasion #NewWorldOrder #UkraineRussiaCrisis #UkraineInvasion #RussiaUkraine,en,neutro
1412,26/02/2022,08:39:39,Putins a psychopath tyrant like Stalin. Saying youre against #WWIII doesnt mean you like him. If he dares to attack any American he should be wiped out from the face of the planet. However a global conflict doesnt benefit anyone,en,neutro
1413,26/02/2022,08:38:54,Harsh suggestions : eat less share more This small step can help a lot #worldwar3 #WWIII #Ukraine #RussiaUkraineConflict #Russia #RussiaUkraineWar,en,neutro
1414,26/02/2022,08:38:30,#WWIII #worldwar3 #Ukraine #Putin #Kiev Well at least they waved.,en,neutro
1415,26/02/2022,08:37:24,#WWIII #worldwar3 #Ukraine #Putin #Kiev That's American media isn't saying too much and that is frightening.,en,neutro
1416,26/02/2022,08:37:23,#Video : Ukrainian MiG-29 launching a R-73 missile on #Russian fighter Plane. #UkraineUnderAttack #RussiaUkraineConflict #WWIII #RussiaUkraineWar #UkraineWar,en,neutro
1417,26/02/2022,08:37:10,No war Make Love! #WAR #WWIII #UKRAINE,en,positivo
1418,26/02/2022,08:36:46,It ll turn into opportunity for non Western countries to have other payment systems & to come out of relying only on US Dollar for transactions rates & benchmarks. #WWIII #RussiaUkraineWar,en,neutro
1419,26/02/2022,08:36:38,#WWIII #worldwar3 #Ukraine #Putin #Kiev Early morning hours last night in Kiev.,en,neutro
1420,26/02/2022,08:35:47,@DmytroKuleba Spread the word. This may affect everyone on earth. #WWIII #nuclearwar,en,neutro
1421,26/02/2022,08:35:26,I believe Putin will retreat unexpectedly as Ukraine put up a much better defence than he bargained for. #prayersForUkraine #WWIII 💪💪,en,neutro
1422,26/02/2022,08:35:17,Hey yall in case you havent been keeping up on current events #WWIII is starting and the #USA #UShas phase out #MaskMandates. So really no one has time for your #pointless bullshit.,en,neutro
1423,26/02/2022,08:35:06,"#BreakingNews China announces ""military exercises"" in the #SouthChinaSea from Sunday to Tuesday. #China #ChinaTaiwan #worldwar3 #WorldWarIII #WWIII",en,neutro
1424,26/02/2022,08:35:06,The lamestream media @CNN @NBCNews @MSNBC @washingtonpost @nytimes are Communist propaganda machine. Theyre Soviet style media and their job is to spread disinformation. Now theyre pushing for #WWIII. Nobody benefits from that. Except the Elite of course,en,neutro
1425,26/02/2022,08:35:05,A residential building in Ukraine was struck by a missile. Take a look here 👇 #UkraineRussiaConflict #WW3 #Ukraine #Russia #WWIII #War #News,en,neutro
1426,26/02/2022,08:35:05,#WWIII #worldwar3 #Ukraine #Putin #Kiev Ukrainian residents inspect an obliterated vehicle on the highway.,en,neutro
1427,26/02/2022,08:35:03,Ukraine may not win the military war against Russia But they have won social and psychological war for sure. #UkraineRussiaWar #Ukraine #UkraineRussia #WWIII,en,neutro
1428,26/02/2022,08:34:34,A momument in Croatia which reminds us to a similar case in which a car was overrolled by a tank like in Kiev yesterday. #putin #russia #russland #ukraine #UkraineRussia #nato #wwIII #ukrainian #kriegineuropa #kyiv #nato,en,neutro
1429,26/02/2022,08:34:29,"""Ill drop that mf"" #WWIII",en,negativo
1430,26/02/2022,08:34:04,A leader leading from front!!🔥... Hats of to President Volodymyr Zelensky 🙏. Worlds Best Leader🙌 #ukraine #worldwar3 #UkraineUnderAttack #WWIII #RussiaUkraineWar #Russia,en,neutro
1431,26/02/2022,08:34:02,#FutureDecoded #FutureSmart 1 book 150 subj insight site:Will we #face #WWIII or Fukayamas #warless boring place,en,neutro
1432,26/02/2022,08:33:58,#WWIII What Russia is doing in Ukraine Israel has been doing in Palestine since 1984. #worldwar3 #UkraineUnderAttack #UkraineWar #UkraineRussia,en,neutro
1433,26/02/2022,08:33:39,@WSJopinion @josephsternberg A dictator focused on expanding their empire. World leaders focused on appeasement because the attacks are not against them…yet History repeats itself. The world should be ashamed to sit and let Ukrainians be slaughtered. #UkraineUnderAttack #UkraineInvasion #UkraineWar #WWIII,en,neutro
1434,26/02/2022,08:33:39,A KNOWN IS STUCK IN UKRAINE! RESHARE THIS SO THAT MORE PEOPLE CAN WATCH THIS. Dm if you want to see the whole clip. Help them #Ukraine #WWIII,en,neutro
1435,26/02/2022,08:33:26,#WWIII #worldwar3 #Ukraine #Putin #Kiev Russian pilots Attacking an airport in daylight Ukraine.,en,neutro
1436,26/02/2022,08:32:44,God forbids if China #attacks India Indian #women will do same as what Ukrainian women doing now #WWIII,en,neutro
1437,26/02/2022,08:31:31,"#BREAKING #UPDATE Announces ""MILITARY EXERCISES"" In The #SouthChinaSea across a 6-nautical-mile-radius from Sunday to Tuesday. #RussiaUkraineConflict #UkraineCrisis #UkraineRussiaCrisis #Russia #WWIII #RussiaUkraineCrisis",en,neutro
1438,26/02/2022,08:31:18,Send this Women in Russia she would definitely fix the situation #WWIII #worldwar3 #ScreamQueens,en,neutro
1439,26/02/2022,08:30:36,While everybody out getting drafted I'll be building an empire #WW3 #WWIII,en,neutro
1440,26/02/2022,08:30:31,#WWIII #worldwar3 #Ukraine #Putin #Kiev Fully armed Russian black shark flying over the neighbourhood.,en,neutro
1441,26/02/2022,08:30:11,Its not #Ukraine... Its #Gaza but no one stands for them😶 Shame on Western countries America and #NATO #WWIII #WorldWarIII #worldwar3 #Ukraine #WorldWarIII,en,neutro
1442,26/02/2022,08:29:56,The Media villian The actual villian #WWIII #NATO #PutinIsaWarCriminal #UkraineWar #Ukraine All in all Putin is still killing innocent people. But if it was the US the consideration he is showing they won't. They'll be ruthless,en,neutro
1443,26/02/2022,08:29:44,Maybe all the people around the world should stop listening to their elitist governments. Time for the people to take over. #worldwar3 #WWIII #Ukraine #RussiaUkraineConflict #America #UK,en,neutro
1444,26/02/2022,08:29:34,#WWIII #worldwar3 #Ukraine #Putin #Kiev Last stand.,en,neutro
1445,26/02/2022,08:29:27,Now that #gender is a non-issue and everyone is equal do #WWIII #draft cards go out to everyone? #transcontinental #womenofwar #femalefrontline #nonbinarywreckingball #equalpay4equalslay,en,neutro
1446,26/02/2022,08:29:00,#VolodymyrZelenskyy is a prime example of what a leader of a country should be. The resilience he is showing and the fact that he's around his people instead of being locked up in a special bunker blows my mind. #WWIII #UkraineWar #PutinIsaWarCriminal,en,neutro
1447,26/02/2022,08:28:51,So many New Jodies about to be made in the next year or so. Salute to you my military brethren #donttrustthesehoes #females #Military #WWIII #Putin,en,neutro
1448,26/02/2022,08:27:51,Picture speaks louder than words.....🙂💔 #WorldWarIII #WWIII #RussiaUkraineConflict,en,neutro
1449,26/02/2022,08:27:50,This couple met in October 2019 at a protest in the center of #Kyiv. They rushed and got married because they are not sure what their future holds. After their wedding Arieva and Fursin are fighting for their land. Glory to Ukraine ✊🏽 #славаукраїні #UkraineRussia #WWIII,en,neutro
1450,26/02/2022,08:27:50,Ministry of Defence says that #UK sea land and air forces have arrived to reinforce #NATO in the East in response to Russia's invasion of Ukraine #Russian #UkraineWar #Ukraine #WWIII #NATO #Kyiv #Kiev,en,neutro
1451,26/02/2022,08:27:44,Another day or two of hard resistance and Putin starts considering terrible terrible things. The ROW cannot continue to naively believe that we will escape this crisis untouched. @selectedwisdom #PutinIsaWarCriminal #UkraineUnderAttack #WWIII,en,neutro
1452,26/02/2022,08:27:40,#WWIII is now 90 percent confirmed as turkey bans all russian warships from the blacksea. Incase russia goes rambo against turkey in the sea which it will. Turkey will get involved turning it into a naval war ultimately luring the world into a #WWIII.,en,neutro
1453,26/02/2022,08:27:23,Were starting to see the fruits of war petrol prices have increased due to high crude price next will be the food were suffering because of wars we have nothing to do about Gaddafis Africa could have seen us being a united independent continent #NoMore #WWIII,en,neutro
1454,26/02/2022,08:27:16,Chawe Ayaz Abro Jacobabad waro.. 💔 WAR IS NOT A SOLUTION.. #WWIII @UniRantsss #RussiaUkraineWar,en,neutro
1455,26/02/2022,08:27:09,Oh no now the war will surely end #PrayforUkrain #WWIII #war,en,negativo
1456,26/02/2022,08:26:57,In Chernihiv locals stopped a #Russian tank #WWIII #UkraineWar #Russian,en,neutro
1457,26/02/2022,08:26:14,Whats your opinion about the current situation regardless of all fake propaganda on social media. #Ukraine #WWIII #RussiaUkraineWar #Russian #Zelenskiy #StopRussia #UkraineUnderAttack #,en,neutro
1458,26/02/2022,08:25:58,Which president do you support LIKE for Russia RT for Ukraine #WWIII #Russia #Ukraine,en,neutro
1459,26/02/2022,08:24:56,Just now Had a bad dream & woke from it . In 2024 rahul gandhi become prime minister of India. World war 3 starts India surrounded by 2 nuclear powers 1 ) china 2) pakistan & bangladesh afganisthan sri lanka covering us #worldwar3 #India #WorldWarIII #WWIII Indians :,en,neutro
1460,26/02/2022,08:24:38,As much as I dont like to say or imagine it we must send NATO troops to Ukraine. This is Putins first stop aboard his train of destruction. #Ukraine #WWIII,en,neutro
1461,26/02/2022,08:24:33,"If its not going to stop. Then Welcome we are in WWIII zone. ""War not only kills people but also kills dream and Hope"". #UkraineRussiaWar #WWIII #WW3 #UkraineRussia #UkraineWar #StopWar #itspeacetime #talktime",en,neutro
1462,26/02/2022,08:24:27,Slowly woven web of #WWIII #RussiaUkraineConflict #UNSC #UnitedNations,en,neutro
1463,26/02/2022,08:24:08,@JeffC42 @BowtellPeter @NATO What you say makes sense. I badly want it to be true. Ukraine end up divided along Dnieper river & it will all stop there. (Thats unjust anyway). On the other hand: NATO eastern flank=40K. Putins mobilized forces=150K. In my eyes the lunatic is ready for #WWIII.,en,neutro
1464,26/02/2022,08:23:47,why every time common man suffer in every situation? #WWIII #RussiaUkraineWar,en,neutro
1465,26/02/2022,08:23:35,China and India abstinence just delayed #WWIII Its never wise option to put billions of lives in danger for millions of lives. #Ukraine #UkraineRussiaWar #RussiaUkraineWar,en,neutro
1466,26/02/2022,08:23:21,With the money spent on wars the world can be made a much safer and more peaceful place. #WWIII #WARINUKRAINE #NoWar #DogelonWarriors #p2ptaxi,en,neutro
1467,26/02/2022,08:22:21,It's about capitalism & control as usual… USA doesn't even protect our own citizens in a war against a virus but you want to go save Ukraine against Russia ? 🥴 #WWIII Wars are for profit and boost economies when you bomb 💣 other countries then build McDonald's 🙄,en,neutro
1468,26/02/2022,08:21:35,#WWIII what the fuck does russia invading ukraine have to do with the palestinians pulling a victim card,en,neutro
1469,26/02/2022,08:21:15,Finland & Sweden up next if they try to join NATO. #WWIII,en,neutro
1470,26/02/2022,08:20:53,If Turkey closes the pass for Russian #ships it would mean declaring a war by Turkey to Russia with all the consequences for NATO. PLEASE #Zelensky @ZelenskyyUa stop with posting of your #fakes!!! Im begging you! The situation is serious enough! #Ukraine #WWIII,en,neutro
1471,26/02/2022,08:20:32,Civilians pay the highest price in war. #UkraineUnderAttack #WWIII,en,neutro
1472,26/02/2022,08:20:12,If ppl are committed to fulfilling their #desires it will place them in #conflict w/others whose desires are competing with theirs. And if ppl want more than they really #need then they will be taking from others whose needs are going unmet. #Bitcoin #WWIII #quote @1GodQuote,en,neutro
1473,26/02/2022,08:20:03,Due to the current situation Jay-Z now has 126.7 problems #WWIII #WARINUKRAINE #worldwar3 #WorldWarIII,en,neutro
1474,26/02/2022,08:20:02,Already doing war crimes #russia #WW3 #WWIII,en,neutro
1475,26/02/2022,08:19:59,USA kept the world busy in war on terror for 2 decades destroyed Afghanistan Iraq Syria in the name of Arab Spring looted the Arabs created unrest in most of regions of the world nobody called it #WorldWarIII THEN how can #RussiaUkraineConflict become #WWIII ?,en,neutro
1476,26/02/2022,08:17:35,We Need A Stronger Europe A Better Europe ♥️ #EU #WWIII #UkraineRussia #Italia #Italy #Zelensky #NATO,en,neutro
1477,26/02/2022,08:17:10,#SWIFT Cut #Putins balls off. #Democracy for #Russia! #Ukraine FREEDOM! No One Wins #WWIII,en,neutro
1478,26/02/2022,08:16:46,"@CathrynIsland @SamHersh01 Maybe theyre crying about nationalist propaganda that many many good Canadians have slipped into. Maybe theyre alarmed that their own neighbours are calling for violence against them with no appeal to morality because ""we are a threat""... to the nation. #nationalism #wwiii",en,neutro
1479,26/02/2022,08:16:23,#StopRussia #IStandWithUkraine #WWIII I want to share some ways I know of to help this situation without being in the front line. You can totally do this too if u so wish. I'm going to share how normal people can help whether from devloping or developed countries and how,en,neutro
1480,26/02/2022,08:15:55,@UN The #UnitedNations is the most significant achievement ever made by mankind. Yes it's a fact the current international order doesn't work as it's supposed to do but it still fixable. Stop take things for granted.The alternative is HELL. #IBelieveInUN 🗣 #NoWar|NO|#WWIII,en,neutro
1481,26/02/2022,08:15:45,Every war has same story it ends into peace sooner or later but those who became deprived of their loved ones always remain restless and unable to find peace. #RussiaUkraineConflict #WWIII,en,neutro
1482,26/02/2022,08:15:13,& now we have the possibility of #WWIII & yet somehow its not #BidenAdministration its somehow not the #Democrats fault despite them having the most power in the government how do you keep being so blind? how do you stay so stuck? 3/,en,neutro
1483,26/02/2022,08:14:49,#OMG! What is going on at Earth as we are returning? Is Earth really moving forward to #WWIII? Stop this madness! There is really only one planet #spaceship #Earth for all of us! Please stay calm and do not support aggressive opinions! #peace #MoonDotShip #Crew1 #MoonDot #STEMEd,en,neutro
1484,26/02/2022,08:14:40,I'm pretty sure China wants the #west to intervene. So that Putin can start #WWIII as well join. I truly hope these tensions are burnt out we are better then this. But values of power are changing and no one likes the west being the power house.,en,neutro
1485,26/02/2022,08:14:35,@Mobin911 @BkrNiazi29 you probably don t know what putin is capable of… he wouldn t only destroy ukraine but the WHOLE world. #Ukraine #WWIII,en,neutro
1486,26/02/2022,08:14:14,The #UnitedNations is the most significant achievement ever made by mankind. Yes it's a fact the current international order doesn't work as it's supposed to do but it still fixable. Stop take things for granted.The alternative is HELL. #IBelieveInUN 🗣 #NoWar|NO|#WWIII,en,neutro
1487,26/02/2022,08:14:00,Condition Right now #UkraineRussiaConflict #UkraineUnderAttack #WWIII,en,neutro
1488,26/02/2022,08:13:29,Woah. We're teetering. One tiny error and the whole global conflag will go off. #NoWar #UkraineUnderAttack #WWIII,en,neutro
1489,26/02/2022,08:13:12,important to remember that its not the fault of the Russians but of poutine even them they are against him and everything that is happening now 🙏🏼 #UkraineRussia #WWIII #Ukraine,en,neutro
1490,26/02/2022,08:12:58,#Ukraine #Ukraine and Russia #Russia #worldwar3 #UkraineRussiaConflict #UkraineRussia #WWIII,en,neutro
1491,26/02/2022,08:12:41,2020: COVID 2021: Recovery from covid thinking 2022 will be better. le 2022: World war 3 ⚰️💀 #worldwar3 #WorldWarIII #WWIII,en,neutro
1492,26/02/2022,08:11:45,#China and #India need to stand for freedom rn… which they won't. The narrative is beginning to change this is no longer an isolated Russia. #WWIII #Ukraine,en,neutro
1493,26/02/2022,08:11:32,@BBCRosAtkins @ImSharar President Zelensky should have played sensibly /safe and saved #Ukraine and its people which was his prime responsibility. Instead of banking on guarantees of #America and #NATO. But being a TV actor he might have thought its also a film. #RussiaUkraineWar #WWIII,en,neutro
1494,26/02/2022,08:11:30,@nypost Now is the time for #Europe and the #USA to choose Iran to replace Russia in energy and gas sectors. By helping Iran and resolving the problems between the US and Iran Russia can definitely be removed from many scenes. #UkraineUnderAttack #StopRussia #WWIII #StandWithUkriane,en,neutro
1495,26/02/2022,08:11:08,If only #Ukraine had oil then every country would have troops there it would be over before it started & Ukrainian ppl would be safe. #UkraineUnderAttack #UkraineWar #UkraineRussia #UkraineInvasion #WWIII,en,neutro
1496,26/02/2022,08:11:02,#WWIII If Muslim Countries Come Out of Hypocrisy They Can Crush Israel and America Too.,en,neutro
1497,26/02/2022,08:10:36,#worldwar3 #WWIII #RussiaUkraineWar #Russia #ukraine Wolrd war 3 memes Collections,en,neutro
1498,26/02/2022,08:10:29,@WSWS_Updates @LTrotsky21 @WarOnTheRocks at this point #WWIII seemed logon off - Now YOU are one step much closer to it - By the actions of Capt. Dumbkuf,en,neutro
1499,26/02/2022,08:09:48,Me when I am super stressed out and laughing at funny thoughts that I have seen and thought up of. Hehe #meme #WWIII,en,neutro
1500,26/02/2022,08:09:36,@jane2465 @Biz_Ukraine_Mag I think @ZelenskyyUa should delete the tweet as it appears to be inaccurate and could cause #WWIII.,en,neutro
1501,26/02/2022,08:09:11,In the absence of violence men will create it. In the absence of indignation women will create. #redpill #WWIII,en,neutro
1502,26/02/2022,08:08:45,I was there. #GenX #WWIII #poptart,en,neutro
1503,26/02/2022,08:08:21,I have so many Educated Journalists in my contact list. #WWIII #SpreadLove,en,neutro
1504,26/02/2022,08:08:14,.@MittRomney Go phuck yourself. Not a peep out of Putin during Trumps four years. I wonder why???? #WWIII #Ukraine #RussiaUkraineWar,en,neutro
1505,26/02/2022,08:08:00,#Ucraina #WWIII #worldwar3 #russianinvasion Mi-24P of the Armed Forces of Ukraine operates in Gostomel. Destroy the enemys landings Follow in Telegram 👉,en,neutro
1506,26/02/2022,08:07:33,#BREAKING 🇹🇷 #Turkey bans #Russian warships from entering the Black Sea. #RussiaUkraineConflict #RussiaUkraineWar #WWIII #BreakingNews,en,neutro
1507,26/02/2022,08:07:25,let the women fight the ww3. all previous wars were fought by men. This inequality cant be tolerated. #WWIII,en,neutro
1508,26/02/2022,08:06:40,Good to hear about countries trying to do something against Putin like Romania. The world has to stop this madness. Putin is a megalomaniac and it smells like the Anschluss of Austria again. Its easy to think it wont affect us but the truth is it does. #WWIII #UkraineInvasion,en,neutro
1509,26/02/2022,08:05:39,@FearlessSwift19 @Manasvi88048160 @ayush_rwl Then there will be high possibility of #WWIII World should not face this now or never. NATO & EU should resolve this issue immediately with #Russia That is the only solution for now.,en,neutro
1510,26/02/2022,08:05:29,Maguire Is benched...is he waiting fo #WWIII #MUNWAT,en,neutro
1511,26/02/2022,08:04:53,#UK Prime Minister Boris Johnson calls for end to #Russian involvement in #SWIFT – #CNNPHVPDebate #RussiaUkraineConflict #RussiaUkraineWar #WWIII #BreakingNews,en,neutro
1512,26/02/2022,08:04:00,#nuclear #WARINUKRAINE #WorldWarIII #WWIII How to survive a Nuclear apocalypse. a thread :,en,neutro
1513,26/02/2022,08:03:13,"With the state or politics entertainment etc. Kanyae almost every politician and most all talking heads and hosts. Why isnt the word ""sophist"" isnt more used to esplain their ignorance. Look it up not hard. #AbbottFailedTexasAgain #PoliticsLive #WWIII #yolo",en,neutro
1514,26/02/2022,08:03:03,Ask yourself why @bbc @itv @NBCNews well you name it..are only focusing on one thing one tragedy? Why? I thought #AllLivesMatter ? #news #WWIII #Ukraine #UkraineUnderAttack #UkraineWar #RussiaUkraineWar #WhitePrivilege,en,neutro
1515,26/02/2022,08:02:29,@davidb2789 At least one if the @NATO members recall #WWIII history & the #NAZI #terror brutal #slaughtering of #innocent people & #Hitlers quest!,en,neutro
1516,26/02/2022,08:02:28,"#British Prime Minister Johnson: ""Normalization of relations with #Russia is not possible"". #RussiaUkraineConflict #RussiaUkraineWar #UkraineUnderAttack #WWIII #BreakingNews",en,neutro
1517,26/02/2022,08:01:18,Russia Moves ICBM with Nuke Warheads Putin Threaten WW3 Latest Videos Link #WorldWarIII#UkraineUnderAttack#BalakotAirStrike#UkraineRussia#UkraineRussiaWar#RussiaUkraineWar#RussiaUkraine#PutinHitler#PutinIsaWarCriminal#WWIII#worldwar3#NATO,en,neutro
1518,26/02/2022,08:01:09,@BholaNath_BSF @mjavinod Need of time #WWIII #worldwar3,en,neutro
1519,26/02/2022,08:01:05,It means that #Putin is planning to throw a dirty bomb on #Ukraine #NATO #NAVO #G20 #WWIII #FSB did this!,en,neutro
1520,26/02/2022,08:00:29,@mjavinod Need of time #WWIII #worldwar3 ..... your tweet should become a reality.,en,neutro
1521,26/02/2022,07:59:41,Russia Moves ICBM with Nuke Warheads Latest Videos Putin Threaten WW3 #WorldWarIII#UkraineUnderAttack#BalakotAirStrike#UkraineRussia#UkraineRussiaWar#RussiaUkraineWar#RussiaUkraine#PutinHitler#PutinIsaWarCriminal#WWIII#worldwar3#NATO,en,neutro
1522,26/02/2022,07:59:06,#Russia summoned the #Israeli ambassador in Russia for supporting Ukraine and condemning the #Russian military operations in #Ukraine. #RussiaUkraineConflict #WWIII #UkraineUnderAttack #Breaking,en,neutro
1523,26/02/2022,07:59:01,@RTErdogan @jensstoltenberg This act can escalate the situation you must retreat now if this is real news. #RussiaUkraineCrisis #WWIII #war,en,neutro
1524,26/02/2022,07:58:52,#Ukraine will be sacrificed by #NATO to justify the invasion of Russian territory. #Bitcoin #WARINUKRAINE #worldwar3 #WWIII,en,neutro
1525,26/02/2022,07:58:47,I pray for everyone to be safe Im hoping this will be settled. #WWIII,en,neutro
1526,26/02/2022,07:58:29,Ukrainian President Announced NATO Member Turkey will Block Russian Warships from the Black Sea. This Would Be a Major Escalation from a NATO Member. #Ukraine #UkraineWar #Prepper #Preppers #Prepping #PrepperTalk #Survival #SHTF #WWIII #WW3,en,neutro
1527,26/02/2022,07:58:29,Another video with tanks rolling over cars. Unfortunately the Russians and Ukrainians have partially the same tanks ans so its hard to verify. #putin #russia #russland #ukraine #UkraineRussia #nato #wwIII #ukrainian #kriegineuropa #kyiv #natoWhat,en,neutro
1528,26/02/2022,07:57:45,All women today are with equal rights with men. But if world war 3 breaks they belong to the kitchen #Feminism #UkraineUnderAttack #WWIII,en,neutro
1529,26/02/2022,07:56:17,Dear Vladimir Putin On behalf of Zimbabwe l would like to distance ourselves from the statement made by Naledi Pandor pertaining the Russia & Ukraine conflict. Naledi is from Malawi her real surname is Phiri...which was translated to Pandor.#WWIII Umjid' oyiswiii,en,neutro
1530,26/02/2022,07:53:13,@sweetsinner3 The #accuracy! #HODLING has taken on a whole new meaning during #WWIII,en,neutro
1531,26/02/2022,07:53:11,One thing that seems to shine out from all the worlds atrocities is that we humans around the world love each other we want to be friends - it's just our greedy idiot leaders that screw things up and set us against each other #WWIII,en,neutro
1532,26/02/2022,07:53:04,Hitler Vs Stalin #WWIII,en,neutro
1533,26/02/2022,07:52:45,no war #stop #war #WWIII #Russia #Ukraine,en,positivo
1534,26/02/2022,07:51:15,President Pukin'. There once was a President Putin A dictator who looked like a mutant He started world war Which made Russia poor Now his name starts everyone pukin'. #Putin #Ukraine #Zelenskyy #NATO #WWIII #worldwar3 #StopRussia #nuclearwar #nukes,en,neutro
1535,26/02/2022,07:51:06,#BREAKING #UPDATE Reportedly Turkey closes the Black Sea for Russian warships #RussiaUkraineConflict #UkraineCrisis #UkraineRussiaCrisis #Russia #WWIII #RussiaUkraineCrisis,en,neutro
1536,26/02/2022,07:50:40,So was Covid-19 a thing? because not being talked about as much…🤔 #COVID19 #WWIII,en,neutro
1537,26/02/2022,07:50:17,This touched my heart. If you asked me this man right here is the TRUE HERO! #UkraineWar #PrayingForUkraine #WWIII #PutinIsaWarCriminal,en,neutro
1538,26/02/2022,07:50:09,⭕💥 #Ukrainian military plane was shot down two hours ago Kept burning with all ammo inside. #Ukraine #Украина #russia #WWIII #worldwar3,en,neutro
1539,26/02/2022,07:49:59,#ChickenShitJoe is in hiding. #BidenWorstPresidentEver #BidenWorstPresidentEver #WWIII #BlameBidenVoters,en,neutro
1540,26/02/2022,07:49:40,Nigeria in this #WWIII saga: they cant use you if youre useless. Stay woke,en,neutro
1541,26/02/2022,07:49:39,#BREAKING #UPDATE Ukrainian President #VolodymyrZelensky calls Prime Minister #NarendraModi Asks for Political Support in UNSC and Explained the Situation on Ground #RussiaUkraineConflict #UkraineCrisis #UkraineRussiaCrisis #Russia #WWIII #RussiaUkraineCrisis,en,neutro
1542,26/02/2022,07:49:34,Is Putin a mason? #RussiaUkraine #WWIII,en,neutro
1543,26/02/2022,07:49:26,Imagine the amount of pressure on Indian students that they are wishing for the #WWIII to happen just for #jeemains2022 to get cancelled. When will we start giving value to talent and knowledge more importance than marks!,en,neutro
1544,26/02/2022,07:49:00,#BREAKING : Turkey bans Russian warships from entering the Black Sea. #RussiaUkraineWar #UkraineRussia #UkraineWar #WWIII #UkraineRussiaWar,en,neutro
1545,26/02/2022,07:48:05,"RUSSIA IS UPSET THAT EVERYONE KNOWS IT ATTACKED Media references to the military operation in Ukraine as an ""attack invasion or declaration of war.""will be immediately censored by Russian communications regulator Roskomnadzor. #invasion #WWIII #nuclear",en,neutro
1546,26/02/2022,07:47:12,Tired of merely destroying the country joey has moved on to destroying the World! #BidensWar #WWIII #BlameBidenVoters,en,neutro
1547,26/02/2022,07:46:45,@AngelaBelcamino @POTUS So we should discharged soldiers from the military for not being vaccinated just to draft them for not being vaccinated? #makeitmakesense #POTUS #military #VaccineMandate #Veteran #WWIII,en,neutro
1548,26/02/2022,07:46:42,#Russian Defense Ministry: #Ukrainian extremist nationalist groups are targeting civilians to accuse Russian forces of doing so. #Russia #Ukraine #RussiaUkraine #WWIII,en,neutro
1549,26/02/2022,07:46:37,@HansWeitmayr @nntaleb 🤣 O.k youve both made your points War is dumb! But yall have to admit theres still an argument to be made by #putin U.S through Europe has etched ever closer to (his) borders. We all know that U.S will never accept such. Case in point #Cuba éřģó negotiate ■ #WWIII ●,en,neutro
1550,26/02/2022,07:46:06,Ensure an Alternative Dispute Resolution clause is inserted in your transactions. Stop destroying your relationship with avoidable interminable litigations. #BREAKING #Kiev #WWIII #DeFi #RussiaUkraineWar #NFTGiveaway #GameFi #ELDENRING #StopRussia,en,neutro
1551,26/02/2022,07:46:01,My #gen grew up under the threat of nuclear & #WWIII. It shaped me as a writer (my 1rst novel The Originals) and changed the way I see the world. Horrified that weve returned to that shadow #Ukraine,en,neutro
1552,26/02/2022,07:45:54,Step one how we go about #PUTIN #freeUkraine #WWIII,en,neutro
1553,26/02/2022,07:45:10,Tell puttin Im ready #WWIII,en,neutro
1554,26/02/2022,07:45:09,2022 has showed us the Canadian truckers along with civilians and soldiers in Ukraine are heros. Career politicians on every side of every country are the bad guys. #TruckersForFreedom2022 #UkraineRussiaWar #WWIII #BidensWar #lessgovernment,en,neutro
1555,26/02/2022,07:45:03,They say Gender equality is a myth Finally Its time to negate it! #AuratMarch2022 #auratmarch #AuratMarchLahore #RussiaUkraineWar #RussiaUkraineConflict #WWIII #worldwar3 #WorldWarIII,en,neutro
1556,26/02/2022,07:44:36,When you can't tell if this is the actual start of #WWIII or just #Putin flexing hard again 😑,en,neutro
1557,26/02/2022,07:44:33,Latest videos from Ukraine #Kyiv #Kiev #worldwar3 #WWIII #UkraineUnderAttack,en,neutro
1558,26/02/2022,07:44:15,Lithuania Joins Poland Estonia Latvia Bulgaria Romania Czechia and the UK in Closing Airspace to All Russian Aircraft Creating a Major East-West Block to Russian Air Travel #Ukraine #UkraineWar #Prepper #Preppers #Prepping #PrepperTalk #Survival #SHTF #WWIII #WW3,en,neutro
1559,26/02/2022,07:44:15,Its not #Ukraine... Its #Gaza but no one stands for them😶 #WWIII #WorldWarIII #worldwar3 #Ukraine,en,neutro
1560,26/02/2022,07:43:28,Stop War . #peaceforukraine #WWIII #RussiaUkraineWar,en,negativo
1561,26/02/2022,07:41:34,People believing that a comedian cannot lead a nation are ignorant of the fact that Zelenskyy has a law degree. #UkraineUnderAttack #Ukraine #Russia #WWIII,en,neutro
1562,26/02/2022,07:41:02,Italy is now publicly backing the proposal to ban Russia from SWIFT if such a move is endorsed by the rest of the EU bloc. Blocking Moscow from the system would require unanimity among the 27 EU countries #Russian #UkraineWar #Ukraine #WWIII #NATO,en,neutro
1563,26/02/2022,07:40:07,Turkey bans #Russian warships from entering the Black Sea #Russia | #Ukraine | #Turkey #Russian #UkraineWar #Ukraine #WWIII #NATO,en,neutro
1564,26/02/2022,07:39:57,@HudsuckerRandy @carole_wmajors @YouTube We arent worried about a thing. joey is at an extreme disadvantage He can ill afford a DC shutdown while performing his war dance on the international stage. It would refect and magnify joeys weak ineptness #TruckersForFreedom #PeoplesConvoy #ShutItDown #BidensWar #WWIII,en,neutro
1565,26/02/2022,07:39:53,The clock is ticking #WWIII #WorldWarIII #worldwar3,en,neutro
